time,open,high,low,close,"BANKNIFTY, NSE: Open","BANKNIFTY, NSE: High","BANKNIFTY, NSE: Low","BANKNIFTY, NSE: Close",Volume,Volume MA
1370231100,6020,6080.15,5925,5959.2,12453.4,12499.85,12323.6,12402.1,11308300,11536632.5
1370317500,5948.25,5994.9,5921,5932.35,12401.7,12520.55,12252.4,12275.1,9722350,11547457.5
1370403900,5920.55,5951.9,5896.25,5938.3,12252.05,12347.3,12196.75,12289.35,11137900,11617800
1370490300,5900,5969.25,5878.3,5936.85,12225.35,12475.05,12184.05,12398.4,12386400,11851227.5
1370576700,5933.5,5989.95,5883.1,5895.2,12347.55,12488.6,12209.25,12231.5,16652600,12197382.5
1370835900,5920.1,5939.7,5867.25,5893.35,12292.65,12363.8,12017.9,12087.05,10681200,12111040
1370922300,5868,5877.45,5793.6,5801.65,12007.75,12031.9,11795.45,11820.5,17582800,12427737.5
1371008700,5778.9,5808.8,5747.2,5771.9,11791.1,11899.05,11732.35,11814.85,13942600,12326447.5
1371095100,5720.25,5738.45,5692.25,5705.45,11693.9,11793.3,11656.9,11686.75,13298050,12510952.5
1371181500,5769,5823.45,5735,5805.95,11827.35,11947.35,11803.8,11922.85,12106450,12719527.5
1371440700,5818.5,5852,5770,5847.75,11928.3,11992.95,11735.25,11971.05,12991450,12908737.5
1371527100,5839.9,5867.4,5800.2,5812,11946.2,11950.95,11795.2,11820.95,11977100,12920255
1371613500,5802.65,5829.1,5776.15,5822.7,11798.65,11867.2,11738.7,11852.65,10493850,12936010
1371699900,5749.5,5750,5640.25,5648.45,11677.35,11677.35,11347.55,11375.4,17434500,12891132.5
1371786300,5629.9,5682,5613.9,5661.85,11323.35,11420.25,11210.75,11340.15,15165600,13042392.5
1372045500,5628,5628,5556.6,5588.3,11272.2,11275.4,11134.2,11178.3,15288350,13211007.5
1372131900,5603,5667.55,5568.55,5608.3,11213.1,11325.5,11107.8,11181.05,19318050,13409470
1372218300,5620,5630.6,5571,5581.1,11211,11261.65,11033.75,11066.55,15267000,13602777.5
1372304700,5639.4,5702.9,5627.05,5682.35,11225.5,11277.05,11164.75,11235.75,19901100,14027790
1372391100,5761.15,5852,5761.15,5841.45,11367.2,11654.7,11367.2,11617.25,15650400,14115302.5
1372650300,5829.9,5896.5,5825.05,5892.2,11597.45,11733.1,11597.45,11714.9,10813500,14090562.5
1372736700,5878,5889.8,5850.1,5859.05,11703.95,11752.9,11590.5,11614.25,9094550,14059172.5
1372823100,5816.4,5816.4,5755,5767.85,11500.3,11505.75,11322.8,11357.8,12702850,14137420
1372909500,5793.95,5854.6,5781,5840.1,11389.65,11454.3,11273.6,11381.2,13839100,14210055
1372995900,5870.1,5904.8,5858.4,5874.95,11485.85,11530.65,11418,11434.3,9334600,13844155
1373255100,5837.4,5844,5772.6,5829.25,11328.2,11328.2,11176.65,11283.3,12810700,13950630
1373341500,5850.55,5876.9,5842.2,5868.35,11365.2,11458.3,11353.05,11442.45,8947650,13518872.5
1373427900,5877,5887,5808,5822.05,11477.55,11540.9,11317.2,11364.45,10090050,13326245
1373514300,5898.15,5963,5893,5941.35,11541.95,11710.45,11541.95,11655.3,14376800,13380182.5
1373600700,6004.9,6021,5951,6007.25,11733.05,11743.25,11589.45,11722.8,12358850,13392802.5
1373859900,6005.6,6044.75,5984.45,6032.6,11678.9,11811.9,11621.75,11790.25,9909550,13238707.5
1373946300,6032,6032,5844.4,5969.7,11459.4,11459.4,11209.75,11226.15,12423650,13261035
1374032700,5982.85,5998.8,5932.05,5970.85,11264,11264,10829.75,10971.6,12312250,13351955
1374119100,5986.25,6066.2,5981.1,6052.4,11033.5,11236.85,10837.75,11187.7,11624450,13061452.5
1374205500,6054,6074.4,6034.05,6042.55,11223.8,11237.9,10934.25,10973.9,10116950,12809020
1374464700,6028.8,6072.9,6017.95,6043.55,10948.4,11132.2,10948.4,11086.95,9030500,12496127.5
1374551100,6077,6107.25,6069.6,6087,11218.8,11285.8,11195,11239.7,11897250,12125087.5
1374637500,6046.55,6059,5971.2,6002.7,11018.05,11018.05,10661.3,10720.15,14954150,12109445
1374723900,5980.2,5994.7,5899.05,5907.5,10667.05,10772.7,10594.6,10614,16239100,11926345
1374810300,5955,5974.25,5907.5,5925.25,10701.25,10723.3,10352.95,10465.25,11129800,11700315
1375069500,5915.55,5924,5871,5877.35,10451.85,10451.85,10310.65,10331,7374200,11528350
1375155900,5883.3,5905,5787.3,5797.55,10339.1,10449.7,10195.5,10209.55,13492250,11748235
1375242300,5780,5792.5,5715,5781.05,10164.65,10164.65,9863.0498,10015.75,13366350,11781410
1375328700,5799,5841,5701,5762.05,10130.1,10219.4,9867.5996,10142.95,18063750,11992642.5
1375415100,5779,5787.3,5681.6,5705.55,10162.15,10219.6,9958.4004,9997.7998,11595500,12105687.5
1375674300,5720,5762.7,5695.55,5723.6,10031.3,10117.65,9818.5,10094.9,9573100,11943807.5
1375760700,5687.85,5688.95,5546.05,5573.35,10013.6,10013.6,9660.2998,9703.0996,16484100,12320630
1375847100,5578,5603,5515.8,5554.15,9713.4502,9848.3496,9667.5498,9757.25,18088150,12720535
1375933500,5552.15,5602,5541.5,5589.7,9780.5498,9909.75,9724.7998,9816.4004,10417400,12522565
1376279100,5598.5,5658.95,5568.1,5621.75,9849.8496,9853.9502,9669.0996,9711.4004,13230750,12566160
1376365500,5607,5717,5589.15,5711.35,9666.5498,10007.6,9582.5498,9985.6504,12915350,12716450
1376451900,5719.9,5759,5698.45,5748.3,10010.15,10071.25,9912.3496,10026.4,12744750,12732505
1376624700,5716.6,5725,5493.35,5505,9887.9004,9891.4004,9420.1504,9450.8496,25983200,13416052.5
1376883900,5500,5500,5367.05,5416.75,9425.5,9425.5,9087,9145,24362150,14052937.5
1376970300,5404.9,5419.9,5200,5398.25,8939.2002,9277.0498,8860.1504,9218.9502,22551650,14674672.5
1377056700,5492,5498.7,5257.6,5291.6,9652,9766.0996,9129.25,9264.4004,26697850,15558040
1377143100,5260,5425,5250,5414.3,9194.8496,9373.7998,9005.25,9268.9004,23314450,16128900
1377229500,5420,5467.95,5370.3,5460.7,9322.7998,9493.8496,9215.8496,9470.0996,18835650,16322975
1377488700,5482.5,5526.75,5442.4,5467.1,9529.7002,9586.6504,9294.0498,9373.5498,18217150,16421877.5
1377575100,5409.9,5424.8,5256.9,5284.8,9208.1504,9208.1504,8842.5,8870.5,24603200,17095547.5
1377661500,5218.7,5318.7,5108.25,5288.95,8729.25,8869.7002,8366.75,8760.8496,30090200,18231347.5
1377747900,5328,5427,5298.3,5409.05,8897,8958.3496,8759.8496,8904.5996,23891000,18751285
1377834300,5400,5482.75,5356,5456.75,8891.9004,9135.5498,8846.5498,9049.2002,23869500,19276442.5
1378093500,5464.1,5568,5458.25,5554.6,9112.7998,9233.5996,9086.75,9139.5,15534500,19149980
1378179900,5555,5572,5323.2,5344.55,9220.9502,9220.9502,8625.4004,8664.2002,26095550,19874982.5
1378266300,5338,5475,5318.75,5458.05,8688.6504,8916.75,8605.6504,8845.75,26111650,20701910
1378352700,5551.6,5640.05,5545,5607.15,9253.4502,9704.5996,9253.4502,9682.4004,19765350,20865972.5
1378439100,5621,5706.9,5581.75,5697.8,9746.6504,9989.8496,9568.5,9961.4004,18039750,20863552.5
1378784700,5772.25,5916.35,5771.15,5907.15,10084,10304.9,10084,10188.25,26161950,21650780
1378871100,5889,5954.7,5851.35,5939.65,10112.65,10409.15,9980.5,10369.1,17971550,21887820
1378957500,5954,5955,5825,5860.45,10338.3,10358.25,10070.95,10158.55,15064800,21995292.5
1379043900,5835.5,5908.75,5822.2,5875.9,10067.15,10272.4,10037.3,10180.45,14945050,22105307.5
1379303100,5976,6029,5814.2,5862.25,10418.5,10536.7,10175.05,10368.4,18368250,21724560
1379389500,5850,5888.15,5821,5880.5,10320.85,10334.3,10223.95,10279.6,11500850,21081495
1379475900,5890,5945.8,5865.1,5931.45,10327.15,10481.5,10241.95,10447.85,10655050,20486665
1379562300,6077.7,6174.8,6072,6145.75,10984.5,11219.45,10984.5,11148.65,19883400,20145942.5
1379648700,6130,6154.55,5950.2,6037.5,11163.95,11188.1,10409.8,10686.8,25090200,20234730
1379907900,5983.8,6011.15,5887.85,5914.4,10466.3,10509.55,10177.9,10211.7,17272000,20156547.5
1379994300,5899.9,5962.75,5875.4,5914.35,10063.05,10289.75,10046.7,10175.9,18552400,20173310
1380080700,5920,5923.9,5820.95,5889,10191.85,10232.45,9919.7002,10081.7,18037500,19845025
1380167100,5893.9,5923.8,5867.2,5882.25,10091.4,10189.4,10051.2,10098.25,16314900,19156260
1380253500,5951.25,5959.65,5875,5888.15,10131.65,10131.65,9883.9502,9899.75,11897950,18556607.5
1380512700,5846,5854.85,5774,5791.45,9783.9004,9815,9587.75,9617.7998,13942300,18060247.5
1380599100,5806.65,5837,5754.05,5828.45,9685.1504,9912.9502,9582.75,9883.2998,12591850,17913115
1380771900,5860,5996,5846.1,5966.8,9946.2998,10241.45,9888.7002,10222.95,14707450,17343710
1380858300,5945.05,6008.95,5926.1,5950.9,10171.45,10328.75,10111.75,10197.15,14686450,16772450
1381117500,5937.7,5949.8,5856.5,5943.2,10124.15,10124.15,9877.4502,10082.1,15275550,16547960
1381203900,6000,6021,5944.25,5959.45,10418.85,10451.15,10090.6,10141.45,12616100,16276777.5
1381290300,5918,6057.95,5905,6048.5,10004.4,10360.35,9947.25,10334.95,15284400,15732900
1381376700,6038,6073.8,6005.55,6059.8,10309.2,10372.05,10199.55,10288.95,12621200,15465382.5
1381463100,6139.9,6143.15,6072,6130.5,10423.6,10649.3,10307.9,10622.15,12957100,15359997.5
1381722300,6117.35,6154.9,6104.3,6143.35,10588.95,10706.8,10550,10665.25,9009900,15063240
1381808700,6175,6193.6,6077.6,6110.65,10738.2,10738.2,10339.1,10389.25,15419100,14915782.5
1381981500,6123,6139,6058.8,6071,10406.05,10416.2,10274.35,10336.55,12862100,14983845
1382067900,6090,6224,6088.25,6210.45,10387.3,10784,10387.3,10744.9,17121200,15307152.5
1382327100,6220,6239,6182.5,6226.15,10751.7,10871.75,10700.55,10797.55,10504150,14838190
1382413500,6210,6236,6197.3,6222.65,10743.8,10907.55,10707.85,10809.1,9477300,14057545
1382499900,6230.3,6230.3,6126.05,6190.3,10837.05,10912.8,10732.35,10880.65,17705450,14079217.5
1382586300,6180.25,6267.75,6147.25,6173.8,10839.45,11091.6,10839.45,10902.45,18943650,14098780
1382672700,6152.35,6188.4,6130.1,6151.55,10880.85,10951.75,10797.6,10896.5,13306050,13862207.5
1382931900,6170.15,6181,6097.7,6105.3,10924.45,11002.4,10752.35,10773.2,12274250,13660175
1383018300,6100,6237.7,6080,6228.95,10779.65,11268.2,10669,11241.65,23089300,14219742.5
1383104700,6245.15,6276,6222.85,6250.9,11284.85,11366.45,11211.5,11249.35,13389250,14192090
1383191100,6238,6302.6,6233.1,6299.15,11211.3,11512.5,11170.05,11473.15,16634250,14394210
1383277500,6315.05,6369.95,6312.2,6358.7,11472.2,11694.45,11443.6,11628.65,9049350,14111305
1383623100,6335.15,6356.25,6284.45,6298.8,11539.75,11736.2,11462.1,11498.9,11572500,13955607.5
1383709500,6303.95,6307.75,6252.85,6259.15,11510.4,11510.4,11269.95,11292.55,11314050,13757532.5
1383795900,6265,6338.65,6221.35,6227.3,11320.85,11398.6,11024.75,11054.9,17667500,14010102.5
1383882300,6217.35,6227,6165.25,6186.6,11011.05,11067,10841.6,10913.15,12635950,13877680
1384141500,6147,6189,6113.25,6126.85,10786.25,10940.5,10674.5,10758.45,13552500,13924245
1384227900,6138,6153.9,6063.6,6071.55,10755.65,10860.35,10543.15,10583.05,14442250,13998502.5
1384314300,6042.35,6088,6008.1,6033,10469.1,10652.3,10412.05,10523.35,14539000,14274957.5
1384400700,6080.25,6137.95,6071.3,6088.95,10660.65,10891.9,10660.65,10811.2,13439150,14175960
1384746300,6162.6,6227.7,6151.15,6217.05,10962.25,11156.6,10962.25,11142.3,13694300,14217570
1384832700,6215.1,6240,6182.5,6230.5,11159.05,11207.7,11107.35,11187.85,8295550,13776287.5
1384919100,6209.9,6234.45,6129.25,6149.05,11127.35,11156.5,10905.55,10967.15,14934800,13997820
1385005500,6109.7,6114.5,6003,6018.5,10866.3,10866.3,10657.85,10706.9,18376150,14442762.5
1385091900,6044.9,6067,5983,6015.25,10796.45,10820,10630.55,10677.35,15987300,14356855
1385351100,6060.1,6141.5,6050,6133.9,10780.6,11097.95,10780.6,11083.4,15310700,14175207.5
1385437500,6108.9,6122.25,6063.15,6071.95,11040.65,11133.4,10893.3,10909.35,12780300,14148920
1385523900,6062,6087.4,6038,6069.7,10941.6,10961.35,10827.75,10899.3,11050350,14087725
1385610300,6101,6120,6062.55,6091.85,10994.25,11062.15,10843,10906.75,13694800,13618000
1385696700,6162,6243.4,6148.8,6225.5,10941.6,11186.15,10941.6,11153.95,11040100,13500542.5
1385955900,6215,6274.15,6215,6263.75,11180.3,11347.45,11180.3,11284.35,8850200,13111340
1386042300,6239.4,6264.8,6223,6248.4,11250.7,11310.7,11174.5,11211.3,7656550,13041700
1386128700,6223.55,6253.2,6184.4,6199.15,11158.7,11216.05,11107.75,11156.75,11228600,13024505
1386215100,6301.55,6341.4,6267.1,6279.95,11469.35,11685.55,11469.35,11665.1,13750600,13146332.5
1386301500,6285.25,6319.7,6267.4,6303.75,11648.35,11770.65,11579.5,11720.2,8778900,12701902.5
1386560700,6425.65,6480,6375.5,6391.75,12206.95,12225.95,12007.3,12065.9,15018850,12821047.5
1386647100,6317.35,6417,6317.35,6369.5,12041,12067.45,11774.95,11843.45,9862750,12636560
1386733500,6350.15,6359,6311.8,6343.45,11747.45,11877.75,11687.6,11784.35,9937100,12411302.5
1386819900,6317.8,6318,6257,6264.95,11736.25,11781.7,11622.7,11635.5,10666350,12217670
1386906300,6224.7,6234.55,6189.55,6197.75,11483.85,11534.35,11349.85,11366.9,10294750,12060450
1387165500,6193.7,6203.7,6168.45,6179.7,11347.2,11440.85,11309.7,11372.95,8552400,11803355
1387251900,6216.25,6217.65,6153,6160.85,11412.7,11418.1,11178,11208.65,8184450,11797800
1387338300,6152.85,6263.85,6151.1,6249.65,11129.65,11572.3,11117.45,11357.9,13022200,11702170
1387424700,6284.9,6289.6,6161.1,6177.8,11505.55,11505.55,11040.15,11087.45,17031950,11634960
1387511100,6179.7,6301.6,6170,6292.35,11117.7,11318.55,11074.55,11292.35,15166600,11593925
1387770300,6309,6334,6289.3,6302.35,11258.65,11453.45,11258.65,11378.5,13168750,11486827.5
1387856700,6310.2,6312.95,6272,6281.7,11399.15,11405,11287.3,11330.65,9638350,11329730
1388029500,6283.3,6305.65,6266.1,6278.9,11335.8,11426.45,11317.45,11385.75,13334400,11443932.5
1388115900,6340,6383,6335,6372.05,11409.25,11514.45,11409.25,11459.7,5954500,11056917.5
1388375100,6385,6389.55,6322.05,6334.7,11532.6,11552.4,11355.05,11376,7151250,10862475
1388461500,6352,6380,6339,6354.7,11410.25,11427.85,11316.55,11385.25,4982800,10669105
1388547900,6364.95,6369.9,6345.2,6358.15,11418.9,11432.55,11361,11385.6,2398000,10406177.5
1388634300,6354.75,6408.7,6246.05,6257.75,11383.8,11578.9,11150.2,11183.2,16275200,10658507.5
1388720700,6224.8,6261,6201,6251.75,11098.25,11208,11052.6,11181.65,12106200,10576287.5
1388979900,6240,6249,6203,6229.2,11174.35,11174.35,10996.95,11049.05,8568050,10565745
1389066300,6248,6260,6172.65,6195.85,11097.8,11154.1,10892.15,11036.75,12797150,10454660
1389152700,6207,6217.85,6184.2,6197.5,11071.75,11122.75,10988.8,11053.7,8213100,10372177.5
1389239100,6197.55,6203.95,6161.65,6184.45,11068.9,11090.25,10925.15,10970.45,8728050,10311725
1389325500,6182.8,6269,6156,6178.25,10969.35,11056.9,10788.2,10805.3,16416250,10599220
1389584700,6201.25,6301.6,6201.25,6285.3,10814.65,11070.2,10814.65,11021.6,12184000,10693682.5
1389671100,6284,6289.5,6243.65,6256.5,10989.15,11065.65,10922.6,10948.9,7726000,10652362.5
1389757500,6270.8,6336,6267.4,6331.1,11000.2,11164.1,10986.1,11125.4,12854600,10885870
1389843900,6330,6351.7,6304.85,6329.85,11187.35,11192.8,11070,11092.55,8763050,10672912.5
1389930300,6305.05,6338.55,6247.05,6261.65,11080.1,11081.95,10893.75,10911.35,11842900,10413460
1390189500,6268.3,6332,6248,6320.15,10909.9,11022.45,10876.25,11007.5,10867750,10198517.5
1390275900,6328.45,6342,6305,6326.4,11067.05,11190.1,11036.4,11171.5,7355800,9907870
1390362300,6329,6366,6291.6,6353,11164.25,11248.35,11094.8,11207.35,8558300,9853867.5
1390448700,6334.8,6369.2,6322.05,6357.8,11183.75,11221.1,11122.35,11199,6673000,9520797.5
1390535100,6317.5,6338.65,6266.4,6276.15,11063.2,11132.7,10972.1,10982.4,12347850,9840465
1390794300,6195,6209.8,6142.5,6148.05,10802.3,10802.3,10520.9,10540.4,15353150,10250560
1390880700,6145,6171.8,6086.3,6139.4,10541.5,10708,10333.4,10507.6,18076600,10905250
1390967100,6165,6175.55,6107.1,6120.8,10609.9,10644.2,10406.95,10437.75,9604350,11265567.5
1391053500,6059.9,6078.1,6025.1,6073.7,10287.85,10314.25,10101.2,10153.15,14591300,11181372.5
1391139900,6115,6134.85,6090,6112,10193.55,10266.45,10130.3,10237.75,9698800,11061002.5
1391399100,6087.35,6102.7,6034,6039.7,10205.45,10222.65,10089.25,10102.1,8837150,11074457.5
1391485500,6000,6048.8,5957.25,6037.85,9983.6504,10222.1,9944,10191.2,12746600,11071930
1391571900,6025.5,6055,5982.1,6048.95,10215.65,10254.05,10112.5,10231.65,11103750,11216462.5
1391658300,6052.65,6068.15,5975.2,6048.3,10257.1,10321.5,10107.8,10205.2,12321950,11396157.5
1391744700,6092.1,6099.6,6036.1,6075.05,10311.95,10321.1,10180.85,10263.2,10567350,11103712.5
1392003900,6088.25,6107,6054.45,6064.6,10287.35,10310.3,10187.8,10213.9,6378050,10813415
1392090300,6088,6095,6066,6072.75,10242.1,10296.8,10200.6,10245.45,6654150,10759822.5
1392176700,6102,6126,6088.7,6099.75,10307.6,10395.15,10307.6,10348.8,8464350,10540310
1392263100,6103.25,6108.55,5997,6005.45,10360.7,10386.65,10113.8,10135.7,11465200,10675417.5
1392349500,6022,6064.9,5992.35,6058,10169,10229.45,10064.75,10203.75,11356750,10651110
1392608700,6079.6,6098.95,6045,6091.2,10217.15,10358,10205.8,10326.55,8351500,10525297.5
1392695100,6087.65,6156.7,6082.1,6138.8,10324.35,10618.85,10296.25,10575.2,10548100,10684912.5
1392781500,6135.1,6167.4,6129.2,6159.05,10548.35,10630.15,10520.3,10609.6,6174000,10565697.5
1392867900,6131,6139.3,6102.85,6107.95,10515.3,10525.7,10419.1,10428.3,8698650,10666980
1392954300,6125,6169.85,6118,6163.95,10429.3,10584.75,10429.3,10554.35,8714050,10485290
1393213500,6155,6199.25,6142.35,6193.2,10508.95,10711.65,10471.45,10683.5,8294000,10132332.5
1393299900,6213.25,6223.3,6178.5,6209.05,10742.15,10768.95,10611.75,10666.75,10139600,9735482.5
1393386300,6206.15,6243.4,6206.15,6238.8,10659.2,10758.65,10659.2,10730.4,10087300,9759630
1393818300,6280,6292.9,6228,6239.45,10705.45,10836.2,10613,10651.95,9030500,9481590
1393904700,6250,6339.4,6245,6333.85,10661.4,10936.75,10661.4,10929.05,12057000,9599500
1393991100,6358.95,6361.65,6306.85,6352.3,10987.6,11122.55,10899.4,11098.8,8545250,9584905
1394077500,6372.6,6436.45,6358.3,6430.1,11147.6,11303.2,11117.25,11278.35,11412250,9518187.5
1394163900,6447,6562.95,6439.55,6549.7,11357.9,11947.5,11332.6,11884.75,18494850,9887742.5
1394423100,6525,6594.2,6520.15,6567.55,11784.55,12157.9,11784.55,12108.1,11170800,9830185
1394509500,6575,6587.65,6522,6545.3,12132,12285.45,11994.85,12043.15,10251700,9814402.5
1394595900,6528.25,6579.45,6515.05,6549.25,11997.85,12142.9,11887.75,12024.1,9727650,9981882.5
1394682300,6555,6588.8,6503.15,6519.6,12062.35,12308.7,12062.35,12141.45,10750600,10186705
1394768700,6479.95,6553.9,6461.4,6538.85,11984.5,12090.05,11867.15,12055.85,12813050,10404140
1395114300,6555.15,6602.8,6522.55,6547.5,12093.2,12268.75,12052.35,12114.85,11064350,10384097.5
1395200700,6563.9,6573.3,6531.1,6550.2,12190.85,12256.45,12132.4,12186.55,7891300,10210825
1395287100,6530,6549.9,6489.6,6502.55,12160.65,12160.65,11989.95,12017.25,9894800,10287990
1395373500,6530.05,6537,6506.4,6510.7,12083.45,12123.15,12043.4,12092.35,8843350,10202752.5
1395632700,6535.6,6611.65,6532.2,6598.85,12134.65,12423,12134.65,12408.15,12486600,10518382.5
1395719100,6597.9,6610.9,6581.55,6605.95,12403.65,12523.7,12394.3,12450,9439900,10555445
1395805500,6640.25,6641,6588.4,6612.55,12529.45,12570.6,12469.15,12518.35,11915150,10715500
1395891900,6610.05,6681.65,6603.6,6641.75,12560.9,12767.5,12513.1,12604.95,16626150,11132107.5
1395978300,6708.6,6735.8,6685.2,6728.65,12693.25,12787.5,12633.3,12754.7,7809250,11015590
1396237500,6759.95,6765.9,6706.95,6739.65,12855.5,12869.35,12660.05,12742.05,8863950,10954422.5
1396323900,6765,6767.65,6705.55,6756.25,12806.15,12806.15,12509.95,12588.5,10101150,11007955
1396410300,6773.25,6798.25,6753.55,6790.2,12674.35,12740.15,12542.35,12715.3,7534350,10781822.5
1396496700,6797.8,6799.65,6736,6768.45,12749.85,12754.75,12518,12563.85,8773350,10793227.5
1396583100,6765.5,6774.9,6731.5,6744.2,12523.3,12656.5,12430.85,12551.7,8237250,10634477.5
1396842300,6748.1,6769,6696.85,6736.7,12562.35,12615.35,12439.55,12506.45,10359750,10227722.5
1397015100,6773.1,6847,6748.05,6835.5,12593.15,12957.55,12548.45,12937.4,10164550,10177410
1397101500,6837,6861.25,6810.2,6825.05,12937.4,13055.6,12881.2,12949.4,9427800,10136215
1397187900,6775,6823.65,6775,6803.55,12822.25,12934.9,12777.95,12840.2,8853850,10092525
1397533500,6900,6900,6735.15,6753.95,12830.5,12831.6,12537.7,12579.9,9914650,10050727.5
1397619900,6745,6780,6688.5,6697.3,12557.4,12727.05,12514.75,12563.15,10662600,9943205
1397706300,6715,6805.95,6704.05,6799.95,12564.55,12819.1,12514.8,12787.25,12359050,10007940
1398051900,6810,6849.6,6801.2,6838.15,12845.3,13002.75,12838.85,12958.5,8285050,10027627.5
1398138300,6823.65,6848.95,6817.25,6829.6,12989.55,13040.15,12913.9,12987.1,9192400,9992507.5
1398224700,6829.85,6858.9,6824.2,6840.8,12961.35,13176.05,12957.9,13122.1,12561050,10178392.5
1398397500,6900,6902,6806,6826.3,13134.5,13268.6,12968.8,13034.5,11253700,10116747.5
1398656700,6808,6843.5,6795.1,6820,13038.95,13116,12927.75,13081.55,7053300,9997417.5
1398743100,6822.7,6822.7,6742.3,6760.3,13107.55,13124.3,12897.35,12910.55,11575500,9980435
1398829500,6781,6829.8,6692,6726.45,12946.1,13100.75,12738.6,12855.85,16628100,9980532.5
