time,open,high,low,close,"COPPER1!, MCX: Open","COPPER1!, MCX: High","COPPER1!, MCX: Low","COPPER1!, MCX: Close",Volume,Volume MA
1484624700,8415.0498,8440.9004,8378.2998,8398,398,398.9,391.4,394.2,NaN,NaN
1484711100,8403.8496,8460.2998,8397.4004,8417,393.9,395.75,392.35,393.95,NaN,NaN
1484797500,8418.4004,8445.1504,8404.0498,8435.0996,395.4,396.9,389.2,392.85,NaN,NaN
1484883900,8404.3496,8423.6504,8340.9502,8349.3496,393.85,397.5,389.75,394.75,NaN,NaN
1485143100,8329.5996,8404.1504,8327.2002,8391.5,397.7,399.75,394.75,398.25,NaN,NaN
1485229500,8407.0498,8480.9502,8398.1504,8475.7998,399,408,397.55,407.65,NaN,NaN
1485315900,8499.4502,8612.5996,8493.9502,8602.75,407,409.45,403.6,406.95,NaN,NaN
1485488700,8610.5,8672.7002,8606.9004,8641.25,405,405,399.85,404.4,NaN,NaN
1485747900,8635.5498,8662.5996,8617.75,8632.75,402.45,404.95,394.6,398,NaN,NaN
1485834300,8629.4502,8631.75,8552.4004,8561.2998,400,407,398.3,406.1,NaN,NaN
1485920700,8570.3496,8722.4004,8537.5,8716.4004,406.1,408.3,402.65,403.25,NaN,NaN
1486007100,8724.75,8757.5996,8685.7998,8734.25,404.3,405.1,395.3,397.75,NaN,NaN
1486093500,8735.1504,8748.25,8707.75,8740.9502,396,396,387,387.75,NaN,NaN
1486352700,8785.4502,8814.0996,8770.2002,8801.0498,390.3,393.8,388.95,393.3,NaN,NaN
1486439100,8805.7002,8809.2998,8741.0498,8768.2998,392.3,394.55,390.3,391.2,NaN,NaN
1486525500,8774.5498,8791.25,8715,8769.0498,392,399.25,392,394.45,NaN,NaN
1486611900,8795.5498,8821.4004,8724.0996,8778.4004,395,395.2,388.6,390.6,NaN,NaN
1486698300,8812.3496,8822.0996,8771.2002,8793.5498,392,408.7,390.9,408.15,NaN,NaN
1486957500,8819.7998,8826.9004,8754.2002,8805.0498,409.9,414.75,409.55,411.4,NaN,NaN
1487043900,8819.9004,8820.4502,8772.5,8792.2998,411.65,414.65,400.75,404.3,NaN,NaN
1487130300,8778.9502,8807.9004,8712.8496,8724.7002,405,406.6,401.25,404.3,NaN,NaN
1487216700,8739,8783.9502,8719.5996,8778,405.3,407.5,398.1,402.05,NaN,NaN
1487303100,8883.7002,8896.4502,8804.25,8821.7002,402.2,402.55,396.3,400.2,NaN,NaN
1487562300,8818.5498,8886.25,8809.7998,8879.2002,401.75,407.45,400.7,405.05,NaN,NaN
1487648700,8890.75,8920.7998,8860.9502,8907.8496,404.7,406.75,403.25,405.25,NaN,NaN
1487735100,8931.5996,8960.75,8905.25,8926.9004,403.2,404.6,400.25,403.65,NaN,NaN
1487821500,8956.4004,8982.1504,8927.5498,8939.5,402.1,402.15,388.25,388.8,NaN,NaN
1488167100,8943.7002,8951.7998,8888.6504,8896.7002,396.7,398.85,394.3,398.4,NaN,NaN
1488253500,8898.9502,8914.75,8867.5996,8879.5996,398.4,401.75,395.75,400.75,NaN,NaN
1488339900,8904.4004,8960.7998,8898.5996,8945.7998,401.2,409.25,401.2,403.95,NaN,NaN
1488426300,8982.8496,8992.5,8879.7998,8899.75,403.7,404.45,396.8,398.05,NaN,NaN
1488512700,8883.5,8907.0996,8860.0996,8897.5498,397,399.4,396.05,398.5,NaN,NaN
1488771900,8915.0996,8967.7998,8914,8963.4502,397.25,397.95,390.75,391.85,NaN,NaN
1488858300,8977.75,8977.8496,8932.7998,8946.9004,392.2,392.5,385.3,386.8,NaN,NaN
1488944700,8950.7002,8957.0498,8891.9502,8924.2998,387.3,389.95,384.95,385.35,NaN,NaN
1489031100,8914.5,8945.7998,8899.5,8927,385,385,378.75,381.7,NaN,NaN
1489117500,8953.7002,8975.7002,8903.9502,8934.5498,381.3,385.95,380.75,382.8,NaN,NaN
1489463100,9091.6504,9122.75,9060.5,9087,386.6,387.1,379.5,385.5,NaN,NaN
1489549500,9086.8496,9106.5498,9075.5,9084.7998,384.45,388.8,383.15,386.8,NaN,NaN
